,FALSE,FALSE,FALSE,,FALSE,1a95-0006-0000023a,ServerDesktop,FALSE,Basic,LoginVSI,,,Colors32Bit,,TRUE,,Normal,,LoginVSI,TRUE,Basic,FALSE,Applications/Desktops,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,,,,,,FALSE,,FALSE,FALSE,1024x768,
,FALSE,FALSE,FALSE,,FALSE,0673-0006-00000238,ServerDesktop,FALSE,Basic,bd-xa65-04 - Desktop,,,Colors32Bit,,TRUE,,Normal,,bd-xa65-04 - Desktop,TRUE,Basic,FALSE,Applications/Desktops,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,,,,,,FALSE,,FALSE,FALSE,1024x768,
,FALSE,FALSE,FALSE,,FALSE,0673-0006-00000236,ServerDesktop,FALSE,Basic,bd-xa65-03 - Desktop,,,Colors32Bit,,TRUE,,Normal,,bd-xa65-03 - Desktop,TRUE,Basic,FALSE,Applications/Desktops,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,,,,,,FALSE,,FALSE,FALSE,1024x768,
,FALSE,FALSE,FALSE,,FALSE,0673-0006-00000217,ServerInstalled,FALSE,Basic,IE,,,Colors32Bit,,,,Normal,,IE,TRUE,Basic,FALSE,Applications,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,FALSE,,,,,FALSE,,FALSE,FALSE,1024x768,C:\Program Files\Internet Explorer
,FALSE,FALSE,FALSE,,FALSE,0673-0006-00000212,ServerInstalled,FALSE,Basic,PowerConsole,,,Colors32Bit,,,,Normal,,PowerConsole,TRUE,Basic,FALSE,Applications,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,FALSE,,,,,FALSE,,FALSE,FALSE,1024x768,C:\Program Files\ConEmu
,FALSE,FALSE,FALSE,,FALSE,0673-0006-0000020e,ServerInstalled,FALSE,Basic,System Center Operations Manager SCOM,,,Colors32Bit,,,,Normal,Monitoring Console,SCOM Console,TRUE,Basic,FALSE,Applications/Admin Tools,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,FALSE,,,,,FALSE,,FALSE,FALSE,1024x768,
,FALSE,FALSE,FALSE,,FALSE,0673-0006-0000020b,ServerInstalled,FALSE,Basic,UCS Manager,,,Colors32Bit,iexplore https://10.191.10.2/,TRUE,,Normal,,UCS Manager,TRUE,Basic,FALSE,Applications/Admin Tools,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,FALSE,,,,,FALSE,,FALSE,FALSE,1024x768,
,FALSE,FALSE,FALSE,,FALSE,0673-0006-00000205,ServerDesktop,FALSE,Basic,Desktop,,,Colors32Bit,,TRUE,,Normal,,Desktop,TRUE,Basic,FALSE,Applications/Desktops,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,,,,,,FALSE,,FALSE,FALSE,1024x768,
,FALSE,FALSE,FALSE,,FALSE,0673-0006-000001f4,ServerInstalled,FALSE,Basic,Hyper-V Manager,,,Colors32Bit,%windir%\system32\mmc.exe,,,Normal,,Hyper-V Manager,TRUE,Basic,FALSE,Applications/Admin Tools,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,FALSE,,,,,FALSE,,FALSE,FALSE,1024x768,
,FALSE,FALSE,FALSE,,FALSE,0673-0006-000001f1,ServerInstalled,FALSE,Basic,vCenter,,,Colors32Bit,,,,Normal,,vCenter,TRUE,Basic,FALSE,Applications/Admin Tools,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,FALSE,,,,,FALSE,,FALSE,FALSE,1024x768,C:\Program Files (x86)\VMware\Infrastructure\Virtual Infrastructure Client\Launcher
,FALSE,FALSE,FALSE,,FALSE,0673-0006-000001ee,ServerInstalled,FALSE,Basic,Remote Desktops,,,Colors32Bit,c:\windows\system32\mmc.exe c:\windows\system32\tsmmc.msc,TRUE,,Normal,,Remote Desktops,TRUE,Basic,FALSE,Applications/Admin Tools,FALSE,-1,TRUE,FALSE,TRUE,,TRUE,FALSE,,,,,FALSE,,FALSE,FALSE,1024x768,%windir%\system32
